Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R02722,2.72,Princess,8.53,8.5,6.16,D,VVS2,Low,Step,1.09
R02723,1.95,Emerald,7.62,7.19,4.45,E,VVS2,Low,Step,0.9
R02724,4.95,Round,10.41,9.82,7.39,D,SI1,Low,Brilliant,2.45
R02725,1.8,Oval,7.12,6.34,5.23,E,VS1,High,Step,0.74
R02726,3.64,Princess,9.16,8.7,7.83,E,VVS1,Low,Mixed,1.68
R02727,2.1,Emerald,7.75,6.7,4.15,D,SI2,Medium,Mixed,0.91
R02728,4.03,Cushion,9.83,8.81,6.03,G,SI1,Medium,Brilliant,1.67
R02729,2.71,Oval,8.05,7.34,4.85,E,VVS2,Medium,Brilliant,1.09
R02730,2.52,Round,7.77,7.72,5.85,H,VS1,High,Step,0.99
R02731,4.12,Pear,9.29,8.24,6.33,F,VVS2,High,Brilliant,1.27
R02732,2.41,Pear,7.75,7.54,4.57,I,VS2,Low,Mixed,0.97
R02733,4.95,Cushion,10.33,10.14,8.89,J,VS2,Medium,Step,2.08
R02734,1.63,Cushion,6.77,6.36,5.42,D,SI2,Low,Mixed,0.79
R02735,2.76,Cushion,7.92,7.64,6.41,E,VVS2,Low,Step,1.18
R02736,3.78,Pear,9.46,8.61,6.14,H,VVS2,Low,Step,1.59
R02737,0.38,Cushion,4.55,4.18,3.58,H,IF,Low,Brilliant,0.14
R02738,4.28,Emerald,9.86,9.72,6.07,G,IF,Low,Step,1.76
R02739,2.14,Emerald,8.06,7.36,6.02,H,VS1,Medium,Brilliant,1.01
R02740,3.53,Emerald,9.02,8.56,5.81,E,VVS2,Medium,Mixed,1.49
R02741,4.47,Emerald,10.37,9.71,6.78,F,SI2,Low,Step,1.74
R02742,2.22,Emerald,8.03,7.78,5.2,I,VVS2,Low,Brilliant,1.06
R02743,4.04,Cushion,9.49,8.74,7.09,D,VVS2,Low,Brilliant,1.79
R02744,4.27,Cushion,9.56,9.53,7.67,G,SI1,Low,Brilliant,1.69
R02745,3.85,Oval,9.78,8.75,7.86,H,SI1,Medium,Step,1.49
R02746,2.99,Pear,8.9,8.11,6.23,F,VVS1,Medium,Brilliant,1.36
R02747,3.68,Pear,8.85,8.54,7.3,F,IF,Low,Mixed,1.6
R02748,3.35,Emerald,8.48,7.58,6.64,G,VS1,Low,Step,1.31
R02749,2.76,Oval,8.68,7.44,4.95,I,VS1,Low,Brilliant,1.35
R02750,1.49,Emerald,7.03,6.2,4.83,I,SI1,Low,Brilliant,0.63
R02751,1.39,Round,6.73,6.4,4.13,G,SI1,Low,Mixed,0.58
R02752,4.54,Cushion,9.88,8.72,5.56,G,VS1,Low,Brilliant,1.75
R02753,3.47,Pear,9.47,8.6,7.59,H,VS2,Low,Mixed,1.41
R02754,2.6,Emerald,8.25,7.98,7.1,E,VVS2,Medium,Mixed,1
R02755,3.65,Round,8.88,8.02,5.27,J,SI2,Low,Brilliant,1.63
R02756,2.54,Cushion,8.15,7.61,5.21,G,VS1,Medium,Step,1.18
R02757,0.68,Oval,5.37,4.85,3.34,I,SI2,Low,Brilliant,0.31
R02758,0.58,Round,5.09,4.93,3.91,J,VS1,Low,Step,0.28
R02759,2.17,Princess,7.99,6.97,5.74,I,SI1,Low,Step,0.97
R02760,2.02,Round,7.43,6.52,4.3,I,SI1,Low,Mixed,0.87
R02761,3.88,Emerald,9.79,8.38,6.2,E,SI2,Medium,Step,1.72
R02762,3.05,Pear,8.95,8.09,5.88,H,VS2,Medium,Mixed,1.17
R02763,2.18,Emerald,7.59,6.54,5,G,SI2,Medium,Step,0.85
R02764,2.19,Emerald,7.37,7.07,5.24,G,VS2,High,Step,0.79
R02765,3.44,Cushion,8.84,8.13,6.3,H,VVS1,Medium,Mixed,1.23
R02766,3.19,Round,9.07,8.68,6.17,H,SI1,High,Mixed,1.13
R02767,0.62,Oval,5.33,5.09,4.11,G,VS1,Medium,Step,0.25
R02768,4.32,Oval,9.59,9.36,7.53,D,VVS2,Low,Brilliant,2
R02769,1.97,Oval,7.24,6.25,4.48,E,VS2,Low,Mixed,0.93
R02770,4.24,Princess,9.46,9.08,6.81,J,VVS1,Low,Brilliant,1.98
R02771,1.18,Emerald,6.45,5.76,3.48,E,SI2,Medium,Mixed,0.5
R02772,2.56,Cushion,7.93,7.17,4.48,G,VVS2,Medium,Step,0.91
R02773,2.55,Round,7.79,6.73,4.45,E,VVS2,Low,Mixed,1.06
R02774,2.06,Oval,7.4,7.34,5.33,H,VS2,Low,Mixed,1
R02775,2.01,Pear,7.24,6.28,4.8,D,SI2,Low,Mixed,0.84
R02776,2.76,Cushion,8.62,8.2,7.31,F,VVS2,High,Mixed,1.01
R02777,4.25,Oval,10.19,8.83,6.52,J,IF,Medium,Mixed,1.78
R02778,1.34,Oval,6.65,6.6,4.14,H,IF,Medium,Step,0.48
R02779,4.37,Emerald,9.5,8.26,6.46,H,VVS2,Low,Mixed,2.12
R02780,2.48,Round,8.46,8.43,7.2,H,VVS2,Medium,Brilliant,1.09
R02781,2.52,Round,7.86,6.79,4.25,F,SI1,Low,Step,1.14
R02782,2,Princess,7.91,7.85,5.47,D,VS1,Low,Step,0.83
R02783,2.8,Princess,8.63,7.46,4.58,I,SI2,Low,Step,1.13
R02784,1.8,Princess,7.21,7.04,5.14,D,SI2,Medium,Mixed,0.73
R02785,3.79,Princess,9.04,8.49,5.45,E,IF,Medium,Step,1.44
R02786,1.74,Emerald,6.8,6.41,5.26,I,VS1,Low,Mixed,0.68
R02787,2.09,Oval,7.79,6.64,5.77,I,VVS2,Medium,Brilliant,0.77
R02788,4.06,Round,9.2,8.56,6.21,I,SI2,High,Step,1.61
R02789,1.97,Oval,7.66,6.71,5.6,D,VS2,Low,Brilliant,0.86
R02790,3.27,Oval,8.9,8.63,7.01,E,SI1,Low,Mixed,1.42
R02791,3.28,Round,9.35,8.84,6.61,I,VVS1,Low,Brilliant,1.31
R02792,0.99,Emerald,5.53,5.24,3.87,E,VVS2,Low,Brilliant,0.42
R02793,2.92,Round,9.02,7.86,5.54,F,SI1,Low,Mixed,1.14
R02794,4.46,Cushion,10.18,8.69,7.64,D,VVS2,High,Mixed,1.61
R02795,0.43,Cushion,4.82,4.7,3.19,F,VS1,Medium,Step,0.15
R02796,3.56,Pear,9.27,8.35,6.81,I,VS2,Low,Mixed,1.78
R02797,1.85,Princess,7.26,6.92,4.58,G,SI2,High,Brilliant,0.74
R02798,1.34,Cushion,6.67,6.2,5.44,I,VS2,Medium,Mixed,0.55
R02799,4.2,Oval,9.25,8.4,7.46,J,VS2,Medium,Brilliant,1.49
R02800,4.46,Cushion,10.37,10.06,8.66,J,VS2,Low,Step,1.67
R02801,3.43,Oval,9,8.84,7.3,F,IF,Low,Mixed,1.45
R02802,3.73,Oval,9.66,8.97,7.53,I,VS2,Low,Step,1.66
R02803,1.75,Princess,7.32,7.05,4.78,E,VVS2,Low,Step,0.82
R02804,0.9,Round,5.53,5,3.14,J,VS2,Low,Step,0.41
R02805,3.72,Pear,8.92,8.56,6.4,G,SI2,Low,Mixed,1.38
R02806,2.78,Oval,8.71,8.49,5.94,F,SI2,Medium,Mixed,1.04
R02807,4.71,Round,10.09,8.86,7.67,J,SI2,High,Brilliant,1.55
R02808,2.78,Emerald,8.09,7.33,4.49,F,SI1,Low,Step,1.21
R02809,2.58,Oval,8.14,7.52,4.55,G,VVS2,Low,Mixed,1.02
R02810,1.62,Round,6.87,6.43,4.5,G,VVS2,Low,Step,0.7
R02811,3.51,Pear,9.33,8.77,5.68,I,VS1,Medium,Step,1.39
R02812,0.71,Oval,5.54,5.3,3.64,G,VS1,Low,Step,0.27
R02813,3.87,Oval,9.76,9.25,7.74,F,VS2,Low,Step,1.75
R02814,1.97,Cushion,7.34,7.08,5.9,G,VS2,Low,Mixed,0.94
R02815,2.31,Pear,8.37,7.12,6,J,VVS1,High,Brilliant,0.86
R02816,4.22,Emerald,9.59,8.43,5.15,I,VVS1,Medium,Brilliant,1.58
R02817,4.63,Emerald,9.64,8.95,7.41,H,VVS1,Medium,Step,1.89
R02818,2.09,Round,7.72,7.22,5.46,J,SI1,Low,Mixed,0.87
R02819,4.86,Princess,9.94,9.63,6.35,J,VVS1,Low,Step,2.38
R02820,3.81,Princess,9.25,9.09,6.54,F,VVS2,Low,Step,1.39
R02821,4.44,Princess,9.71,9.11,7.91,I,SI2,Medium,Step,1.9
R02822,3.28,Princess,8.55,7.44,5.87,H,VS2,Low,Brilliant,1.2
R02823,0.8,Emerald,5.76,5.51,4.66,E,SI2,Low,Mixed,0.33
R02824,2.01,Emerald,7.11,7.09,6.12,J,SI1,High,Brilliant,0.68
R02825,2.92,Oval,8.94,8.5,6.26,G,VVS1,Low,Step,1.41
R02826,1.52,Round,7.34,6.65,4.94,G,VS2,Low,Mixed,0.6
R02827,3.95,Pear,9.01,8.31,5.84,D,VS2,Medium,Mixed,1.51
R02828,0.6,Princess,5.04,4.56,2.95,H,SI2,Medium,Brilliant,0.25
R02829,1.89,Oval,7.59,6.94,4.74,H,SI2,Low,Mixed,0.75
R02830,1.88,Round,7.48,6.66,4.88,G,IF,Low,Step,0.86
R02831,1.83,Cushion,7.56,6.72,5.63,H,VS1,Medium,Mixed,0.79
R02832,2.62,Princess,8.11,7.39,5.68,J,VS2,Medium,Brilliant,0.98
R02833,2.59,Cushion,8.69,8.29,5.72,G,IF,Low,Brilliant,1.2
R02834,3.42,Princess,8.65,8.58,6.8,H,VVS2,Low,Brilliant,1.58
R02835,3.42,Princess,9.36,8.88,7.18,G,VS2,Low,Step,1.53
R02836,2.19,Cushion,7.4,6.67,5.3,H,VVS2,Medium,Mixed,0.9
R02837,2.06,Princess,7.35,6.98,4.51,H,IF,Low,Mixed,0.8
R02838,3.82,Pear,9.67,9.43,7.03,D,SI1,Low,Step,1.62
R02839,2.19,Oval,7.45,7.34,5.57,G,VVS1,Medium,Brilliant,0.99
R02840,1.3,Round,6.78,6.56,5.19,F,VS1,Low,Mixed,0.63
R02841,4.99,Emerald,10.2,9.77,6.61,E,VVS2,Medium,Brilliant,2
R02842,2.91,Princess,8.78,8.22,7.38,F,SI1,Medium,Step,1.15
R02843,0.47,Pear,4.63,4.07,3.45,I,IF,Low,Mixed,0.21
R02844,4.28,Princess,10,9.16,5.59,H,IF,Low,Step,1.7
R02845,2.85,Emerald,8.71,7.64,5.8,E,IF,Medium,Mixed,1.19
R02846,4.05,Cushion,9.64,9.32,7.45,G,SI1,Medium,Brilliant,1.51
R02847,1.96,Emerald,7.21,6.59,5.93,H,VS2,Medium,Step,0.72
R02848,0.51,Oval,4.35,3.78,2.87,E,SI2,Low,Step,0.25
R02849,4.16,Princess,9.9,9.32,5.8,E,VS1,Low,Mixed,1.85
R02850,1.76,Emerald,7.36,6.73,5.76,H,VS1,Low,Step,0.73
R02851,3.91,Emerald,9.84,9.77,6.65,D,SI1,Low,Brilliant,1.63
R02852,4.6,Oval,10.15,8.98,6.37,G,SI2,Low,Brilliant,2.01
R02853,2.71,Cushion,8.84,7.97,7.05,J,VS2,Low,Step,1.01
R02854,3.63,Pear,9.52,8.29,6.23,D,IF,Low,Brilliant,1.53
R02855,3.46,Oval,9.53,9.24,6,J,VS1,Medium,Brilliant,1.55
R02856,4.64,Pear,10.09,9.77,7.46,J,VVS2,High,Step,1.41
R02857,4.89,Emerald,10.44,9.58,6.51,E,VVS1,Low,Step,1.81
R02858,3.53,Pear,8.95,7.99,4.98,I,SI2,Low,Mixed,1.39
R02859,1.91,Oval,7.16,7.08,4.65,H,SI2,Medium,Mixed,0.88
R02860,3.32,Round,8.55,8.03,5.89,H,SI2,Low,Step,1.46
R02861,4.35,Emerald,10.23,9.09,7.28,H,VVS1,Low,Brilliant,2.15
R02862,1.44,Cushion,6.54,5.62,3.54,D,VVS1,Low,Brilliant,0.63
R02863,2.69,Cushion,8.72,7.93,5.45,I,SI1,Low,Step,1.13
R02864,2.35,Cushion,8.45,7.48,5.53,G,SI1,Medium,Step,1.01
R02865,3.54,Pear,8.71,7.95,7.06,J,VS2,Low,Step,1.61
R02866,2.94,Emerald,8.75,7.57,5.43,E,VS1,Low,Step,1.34
R02867,3.38,Cushion,9.3,8.26,6.02,D,VVS2,Low,Mixed,1.43
R02868,4.56,Pear,10.2,9.6,5.82,D,VS2,High,Mixed,1.41
R02869,3.64,Emerald,9.22,7.86,5.42,H,VS1,Medium,Mixed,1.26
R02870,0.55,Pear,4.97,4.77,3.4,E,VS2,Low,Step,0.24
R02871,2.48,Oval,7.63,6.8,4.32,I,VS1,High,Mixed,1.03
R02872,0.95,Pear,6.27,6.23,4.49,I,SI2,Low,Brilliant,0.47
R02873,2.89,Pear,8.56,7.75,5.29,E,VVS1,Low,Step,1.18
R02874,2.86,Princess,8.77,8.54,5.62,G,VVS1,Medium,Step,1.29
R02875,4.3,Princess,9.74,8.77,5.93,D,IF,Low,Brilliant,1.72
R02876,3.75,Round,9.13,9,7.47,H,VVS2,High,Step,1.52
R02877,2.71,Pear,8.5,8.13,6.26,G,IF,High,Step,1.08
R02878,4.67,Round,9.61,8.87,5.39,H,VVS2,Low,Brilliant,2.1
R02879,0.91,Oval,6.22,5.94,3.57,J,SI1,High,Mixed,0.37
R02880,2.91,Cushion,8.39,7.43,5.32,G,VS1,Low,Mixed,1.25
R02881,2.35,Emerald,7.54,6.85,4.57,H,SI2,High,Mixed,0.81
R02882,2.44,Round,8.21,8.02,6.84,E,VVS1,Medium,Brilliant,0.88
R02883,1.54,Cushion,7.22,6.95,5.68,F,SI2,Low,Step,0.61
R02884,0.85,Cushion,5.18,4.82,4.19,I,SI2,Low,Brilliant,0.36
R02885,4.27,Round,9.78,9.77,7,G,VS2,Medium,Mixed,1.9
R02886,4.49,Round,9.76,9.14,7.92,D,IF,Low,Step,1.68
R02887,4.78,Cushion,10.18,9.25,8,F,VS1,Low,Brilliant,1.94
R02888,2.71,Princess,8.66,7.56,5.41,I,IF,Low,Brilliant,1.14
R02889,3.03,Round,8.79,7.81,6.29,J,VS1,Medium,Step,1.11
R02890,3.7,Oval,9.51,8.34,7.17,H,VVS1,Medium,Step,1.48
R02891,3.97,Princess,9.48,8.95,7.69,G,IF,Medium,Mixed,1.61
R02892,1.26,Emerald,6.55,6.38,4.1,J,SI2,Low,Step,0.54
R02893,0.63,Pear,5.43,4.66,3.41,H,VS1,High,Brilliant,0.26
R02894,1.18,Oval,6.63,6.04,5.38,E,VVS1,High,Mixed,0.44
R02895,4.73,Cushion,9.81,9.5,6.31,D,SI2,High,Step,1.81
R02896,4.13,Emerald,10.02,9.77,8.65,E,SI1,Low,Brilliant,1.55
R02897,2.17,Oval,7.61,6.62,4.65,H,VVS2,Medium,Brilliant,0.91
R02898,0.94,Princess,5.72,5.28,4.49,F,VS2,Medium,Mixed,0.35
R02899,1.88,Pear,7.44,7.19,5.05,J,IF,Low,Step,0.82
R02900,1.08,Cushion,6.01,5.39,3.47,G,SI2,Low,Step,0.48
R02901,4.86,Cushion,10.03,9.73,7.24,H,VS1,Low,Brilliant,2.02
R02902,3.49,Cushion,8.64,8.28,7.33,D,IF,Low,Mixed,1.39
R02903,4.85,Emerald,10.56,9.86,8.77,E,VS2,High,Step,1.64
R02904,2.96,Round,8.89,7.77,6.73,F,SI2,Low,Brilliant,1.16
R02905,4.09,Cushion,9.66,9.37,6.11,F,VVS2,Low,Brilliant,1.75
R02906,2.31,Princess,7.67,7.39,5.64,D,SI1,Low,Brilliant,1.12
R02907,1.14,Emerald,6.26,5.64,3.52,I,SI2,Low,Brilliant,0.56
R02908,0.69,Cushion,5.69,5.14,3.65,H,VVS1,Low,Mixed,0.32
R02909,4.36,Emerald,9.37,9.19,6.26,I,IF,Low,Brilliant,1.9
R02910,1.97,Emerald,7.43,7.07,5.19,G,IF,Low,Step,0.97
R02911,2.81,Princess,8.73,7.8,5.95,H,VS1,Low,Brilliant,1.33
R02912,4.54,Round,10.12,8.93,6.79,J,VVS2,Low,Step,2.15
R02913,2.39,Princess,8.12,7.18,5.17,H,SI1,Low,Brilliant,1.02
R02914,3.22,Cushion,8.82,7.62,4.67,I,VVS1,Low,Brilliant,1.44
R02915,3.2,Princess,8.69,8.13,4.99,E,VVS1,Low,Brilliant,1.28
R02916,3.61,Cushion,9.67,8.87,5.33,H,VVS2,Low,Mixed,1.43
R02917,1.06,Round,6.53,5.89,5.24,D,VS1,High,Brilliant,0.32
R02918,4.07,Cushion,9.73,8.39,6.55,F,SI1,High,Brilliant,1.56
R02919,4.98,Cushion,10.71,10.57,7.29,E,VS1,Low,Brilliant,2.22
R02920,1.93,Cushion,7.05,6.97,4.68,I,VS1,Low,Brilliant,0.83
R02921,3.87,Oval,9.57,9.15,6.76,I,VVS2,Medium,Brilliant,1.71
R02922,3.26,Cushion,8.74,7.83,6.8,F,VS1,Low,Brilliant,1.35
R02923,1.89,Oval,7.32,7,4.85,H,VS2,Medium,Brilliant,0.71
R02924,3.89,Pear,9.16,9.06,7.2,J,VS1,Low,Brilliant,1.73
R02925,3.24,Oval,9.1,8.51,5.13,G,VS1,Low,Brilliant,1.5
R02926,1.65,Princess,6.76,6.13,5.11,H,VVS1,Medium,Brilliant,0.71
R02927,1.34,Emerald,6.9,6.1,4.75,D,IF,Medium,Mixed,0.6
R02928,1.86,Cushion,7.35,6.37,5.18,F,IF,Low,Step,0.7
R02929,2.61,Pear,8.63,7.88,7.02,F,VVS1,Medium,Mixed,1.05
R02930,4.05,Oval,9.28,8.35,6.33,E,VS2,Low,Mixed,1.54
R02931,3.3,Emerald,9.27,9.22,7.32,G,SI2,Medium,Step,1.26
R02932,4.05,Oval,9.15,8.26,7.09,I,VVS2,Medium,Step,1.86
R02933,3.72,Pear,9.03,8.11,4.97,D,SI1,Low,Mixed,1.61
R02934,0.56,Pear,4.75,4.36,2.7,G,VVS1,Low,Mixed,0.26
R02935,3.62,Cushion,9.03,8.57,5.28,H,VS1,Low,Mixed,1.69
R02936,0.97,Pear,6.14,5.28,3.85,E,VS2,Medium,Brilliant,0.42
R02937,1.74,Emerald,6.95,6.51,5.05,H,SI2,Low,Brilliant,0.82
R02938,4.02,Oval,9.73,8.53,6.32,J,SI2,Low,Mixed,1.7
R02939,0.76,Emerald,5.2,4.44,3.31,E,IF,Low,Brilliant,0.32
R02940,4.93,Round,10.13,8.76,5.73,I,VS2,Medium,Mixed,1.76
R02941,2.06,Round,7.85,7.21,4.44,G,IF,Low,Brilliant,0.95
R02942,1.47,Princess,6.45,5.58,3.4,H,SI2,Low,Step,0.53
R02943,0.55,Emerald,5,4.97,3.93,J,SI1,Low,Mixed,0.25
R02944,1.71,Round,7.02,6.29,3.92,E,VVS2,Low,Brilliant,0.66
R02945,2.7,Emerald,8.67,8.59,7.14,F,IF,Low,Step,1.1
R02946,3.66,Pear,8.97,8.55,6.7,I,SI2,High,Step,1.14
R02947,0.82,Cushion,5.81,5.69,3.95,G,SI2,High,Brilliant,0.26
R02948,1.12,Cushion,6.25,5.92,5.29,D,SI1,Low,Step,0.44
R02949,0.93,Cushion,6.21,5.9,5.08,E,VVS2,Low,Brilliant,0.34
R02950,0.34,Princess,4.47,4.11,3.62,H,VS2,Low,Mixed,0.16
R02951,2.11,Oval,8,7.6,5.52,I,VVS1,Low,Mixed,1.01
R02952,4.83,Round,9.67,9.57,5.86,F,SI2,Low,Step,2.23
R02953,3.74,Pear,9.66,9.27,7.23,D,VS2,Medium,Mixed,1.48
R02954,1.27,Pear,6.28,6.26,4.49,D,VS1,Low,Mixed,0.61
R02955,2.52,Pear,8.2,7.4,5.61,D,VVS2,Low,Mixed,1.08
R02956,0.47,Cushion,4.76,4.28,3.08,E,VS2,Low,Brilliant,0.22
R02957,0.36,Round,4.72,4.52,2.92,I,SI1,Medium,Step,0.13
R02958,2.4,Emerald,8.17,7.51,5.3,I,SI1,Low,Brilliant,1.05
R02959,4.81,Pear,9.85,9.51,7.43,F,IF,Medium,Mixed,1.86
R02960,1.5,Cushion,7.35,6.92,4.58,F,VS2,Medium,Brilliant,0.64
R02961,4.74,Cushion,9.96,9.24,6.7,D,IF,Low,Step,2.03
R02962,1.73,Princess,7.13,6.44,5.04,E,SI2,Medium,Brilliant,0.76
R02963,2.67,Princess,8.74,8.29,5.5,H,SI2,Low,Step,1.34
R02964,2.31,Round,8.19,7.22,6,I,VVS1,Low,Brilliant,0.88
R02965,2.08,Princess,7.85,7.24,5.63,H,VS1,Medium,Mixed,0.96
R02966,1.02,Princess,6.39,5.57,4.45,F,VVS2,High,Brilliant,0.33
R02967,3.39,Emerald,9.51,8.51,7.64,H,VS2,High,Mixed,1.12
R02968,4.26,Princess,9.79,9.05,7.14,G,IF,Low,Step,1.89
R02969,1.31,Round,6.27,6.08,4.16,D,VS2,Low,Brilliant,0.53
R02970,1.67,Emerald,6.93,6.53,5.13,F,IF,High,Step,0.62
R02971,4.96,Pear,10.3,9.75,6.77,H,VS1,Low,Mixed,2.24
R02972,1.21,Princess,5.99,5.64,4.02,I,VS1,Low,Brilliant,0.54
R02973,0.32,Cushion,3.73,3.19,2.13,G,SI2,Low,Brilliant,0.14
R02974,1.17,Pear,5.9,5.34,4.11,J,SI1,Medium,Brilliant,0.55
R02975,3.93,Pear,9.48,9.35,6.55,J,IF,Low,Brilliant,1.91
R02976,1.32,Pear,6.21,5.77,3.97,H,VS1,Low,Brilliant,0.56
R02977,2.26,Princess,7.7,7.09,5.55,F,VVS2,Medium,Brilliant,0.8
R02978,0.37,Cushion,3.97,3.96,3.2,E,SI1,Low,Brilliant,0.16
R02979,1.45,Round,6.75,6.21,4.29,H,IF,Low,Mixed,0.73
R02980,1.02,Oval,6.22,5.88,4.96,I,VS2,Medium,Step,0.4
R02981,0.33,Emerald,3.73,3.32,2.92,D,SI2,Low,Brilliant,0.14
R02982,4.13,Oval,9.93,9.36,7.68,F,SI1,High,Step,1.41
R02983,2.22,Round,7.88,7.62,5.23,E,SI2,Low,Brilliant,1.11
R02984,2.72,Princess,7.99,7.82,6.7,D,SI1,Low,Mixed,1.3
R02985,1.39,Round,6.51,5.65,4.87,H,VVS2,Low,Step,0.62
R02986,0.31,Pear,4.31,4.18,3.52,G,VS2,Low,Brilliant,0.14
R02987,0.63,Cushion,4.84,4.3,3.62,E,SI2,High,Brilliant,0.23
R02988,2.45,Oval,8.25,7.6,5.17,E,SI2,Low,Step,1.17
R02989,1.55,Oval,7.06,6.62,5.8,E,VS2,Low,Brilliant,0.64
R02990,3.63,Princess,9.11,9.07,7.12,D,IF,Low,Step,1.57
R02991,0.38,Pear,4.01,3.87,2.85,D,VVS2,High,Step,0.13
R02992,4.65,Cushion,9.91,8.55,7.28,I,VVS2,Low,Step,2.06
R02993,2.21,Princess,7.41,6.66,4.79,G,VVS2,High,Mixed,0.93
R02994,2.18,Pear,7.88,7.73,5.52,F,VS2,Medium,Step,0.77
R02995,2.73,Cushion,8.35,8.22,5.54,J,VS1,Low,Brilliant,0.97
R02996,3.84,Princess,9.34,9.27,7.69,H,VVS1,Medium,Brilliant,1.66
R02997,4.13,Cushion,10.06,9.22,5.82,J,IF,Low,Brilliant,1.81
R02998,1.61,Princess,6.56,6.48,4.41,F,SI2,Low,Mixed,0.61
R02999,2.29,Cushion,7.69,6.8,5.44,I,VVS2,Low,Step,0.96
R03000,4.72,Oval,9.79,9.77,7.27,F,VVS1,Low,Brilliant,2.15
R03001,4.42,Cushion,10.1,9.06,7.32,F,VVS1,Low,Mixed,1.93
R03002,2.11,Oval,7.31,7.02,5.22,H,SI2,Low,Step,0.78
R03003,3.89,Oval,9.63,8.41,6.32,J,SI1,Medium,Mixed,1.31
R03004,4.17,Cushion,10,9.06,6.33,I,SI2,Low,Step,1.69
R03005,2.9,Round,8.72,7.75,4.83,J,VS1,Low,Mixed,1.38
R03006,2.14,Oval,8.17,7.47,5.3,J,VVS2,Medium,Step,0.85
R03007,3.16,Pear,8.42,8.06,5.78,H,VS2,Low,Brilliant,1.3
R03008,4.69,Pear,9.91,8.81,6.08,G,IF,Medium,Brilliant,1.91
R03009,4.71,Pear,10.22,9.65,6.74,I,VVS1,Low,Step,1.81
R03010,3.41,Emerald,9.01,8.79,5.54,H,VVS1,High,Step,1.26
R03011,1.81,Round,7.42,7.26,4.48,D,IF,Medium,Mixed,0.83
R03012,0.68,Cushion,5.73,5.57,4.46,D,VS1,Low,Brilliant,0.26
R03013,4.28,Round,9.7,9.06,7.58,E,IF,Medium,Brilliant,1.58
R03014,0.31,Emerald,4.23,3.95,2.54,G,SI2,Low,Mixed,0.12
R03015,3.24,Cushion,9.14,8.71,7.55,E,VVS1,Medium,Mixed,1.12
R03016,4.68,Cushion,9.61,8.55,5.8,I,VVS1,Low,Mixed,1.87
R03017,4.96,Oval,10.59,10.49,9.34,D,SI2,Low,Mixed,2.01
R03018,2.87,Princess,8.91,7.6,5.05,D,VS1,Low,Step,1.12
R03019,0.6,Round,5.19,5.17,3.45,I,SI1,Low,Step,0.28
R03020,3.16,Cushion,8.73,7.67,6.7,G,VVS2,Low,Brilliant,1.37
R03021,4.23,Oval,9.35,9.04,7.23,F,VVS1,Low,Mixed,1.9
R03022,1,Oval,6.39,6.2,5.22,G,VS2,Low,Step,0.4
R03023,3.14,Cushion,8.91,8,6.86,J,VVS2,Low,Step,1.24
R03024,1.72,Emerald,7.21,6.95,4.69,H,VS1,Medium,Mixed,0.61
R03025,0.83,Round,6.11,5.3,3.67,H,SI1,Low,Mixed,0.37
R03026,0.42,Emerald,4.56,4.2,3.58,J,SI1,Medium,Brilliant,0.17
R03027,3.92,Round,9.87,9.42,6.12,E,VVS2,Low,Mixed,1.48
R03028,0.76,Round,5.13,4.91,3.34,G,VVS1,High,Mixed,0.28
R03029,4.84,Round,10.04,8.57,5.52,E,VS2,Low,Step,2.35
R03030,1.92,Pear,7.58,7.09,5.3,E,VS2,Low,Step,0.81
R03031,4.89,Princess,10.54,9.46,6.66,I,VS1,High,Step,1.54
R03032,3.51,Oval,8.69,8.01,5.33,I,VS2,High,Step,1.29
R03033,1,Pear,5.86,5.82,4.3,F,SI1,Low,Brilliant,0.47
R03034,1.26,Pear,6.01,5.12,3.14,I,VVS1,High,Mixed,0.53
R03035,4.83,Oval,10.27,10.26,7.88,J,IF,Low,Brilliant,1.79
R03036,4.47,Cushion,10.07,9.35,6.18,F,SI2,Medium,Step,2
R03037,2.86,Pear,8.17,6.95,4.45,F,VVS1,Medium,Mixed,1.07
R03038,2.51,Oval,8.48,7.3,5.87,I,VS1,Low,Step,1.05
R03039,0.61,Princess,5.21,5,3.53,D,IF,Medium,Mixed,0.29
R03040,0.84,Oval,5.46,5.08,3.44,I,IF,Low,Brilliant,0.33
R03041,1.29,Pear,6.04,5.54,3.54,E,IF,Low,Mixed,0.52
R03042,4.55,Princess,10.11,9.63,8.31,J,VVS1,Low,Mixed,1.64
R03043,0.84,Cushion,5.6,5.24,4.48,I,VS1,Low,Brilliant,0.35
R03044,0.88,Round,6.09,5.89,4.62,E,VVS1,Low,Brilliant,0.36
R03045,1.49,Pear,6.63,5.89,5.2,G,IF,Low,Brilliant,0.66
R03046,3.52,Round,8.91,8.63,6.04,G,VS1,Low,Step,1.49
R03047,0.97,Round,6.38,6.22,4.05,F,IF,Low,Step,0.46
R03048,4.15,Emerald,9.8,9.75,7.04,I,SI2,High,Brilliant,1.51
R03049,0.87,Emerald,6.06,5.79,4.12,J,VS2,Low,Brilliant,0.4
R03050,1.82,Princess,7.66,6.73,4.96,I,IF,Medium,Mixed,0.78
R03051,4.3,Pear,9.56,9.55,6.23,F,IF,Medium,Brilliant,1.65
R03052,0.71,Oval,5.77,5.58,4.72,G,VS1,Low,Mixed,0.31
